Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,Skill11,Skill12,Skill13,Surplus,persoon1,persoon2,persoon3,persoon4,persoon5,persoon6,Aantalpersonen,sum
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,9,6,1,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,9,6,3,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,7,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,7,4,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,7,6,4,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,9,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,9,6,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,25,12,11,10,9,6,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,9,7,6,4,3,1,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,26,9,8,7,6,5,4,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,11,7,6,4,3,1,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,26,11,10,6,5,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,26,11,10,8,5,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,26,11,10,8,6,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,26,11,10,8,6,5,2,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,8,6,5,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,9,6,4,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,9,7,5,1,0,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,9,7,5,3,0,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,26,12,9,8,6,5,4,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,9,8,7,1,0,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,9,8,7,3,0,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,26,12,10,7,3,2,0,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,26,12,10,7,6,2,0,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,10,9,7,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,10,9,7,5,3,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,10,9,8,7,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,26,12,10,9,8,7,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,6,4,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,7,3,1,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,7,6,1,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,7,6,3,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,9,7,4,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,10,7,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,10,7,6,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,10,7,6,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,26,12,11,10,9,7,4,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,27,8,6,5,4,3,2,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,9,7,6,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,9,8,7,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,9,8,7,6,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,9,8,7,6,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,9,8,7,6,5,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,11,9,7,4,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,11,9,7,6,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,11,9,7,6,4,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,7,6,4,3,1,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,27,12,8,7,6,5,4,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,12,9,6,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,12,9,8,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,12,9,8,6,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,12,9,8,6,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,27,12,9,8,6,5,3,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,27,12,10,9,7,2,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,4,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,6,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,6,4,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,7,1,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,7,3,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,9,7,6,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,10,9,7,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,10,9,7,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,27,12,11,10,9,7,6,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,28,9,7,6,3,2,0,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,28,10,9,7,6,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,28,11,6,5,4,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,28,11,8,5,4,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,28,11,8,6,4,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,28,11,8,6,5,4,2,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,11,9,7,6,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,28,12,7,6,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,28,12,8,7,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,28,12,8,7,6,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,28,12,8,7,6,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,28,12,8,7,6,5,3,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,28,12,9,6,3,2,0,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,9,7,4,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,9,7,6,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,9,7,6,4,3,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,28,12,9,7,6,5,4,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,28,12,9,8,7,5,4,6,12
1,1,1,1,1,0,1,1,1,1,1,1,1,28,12,9,8,7,6,4,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,28,12,10,9,6,3,2,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,11,7,4,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,11,7,6,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,11,7,6,4,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,28,12,11,9,6,3,1,6,12
1,1,1,1,1,1,1,1,1,1,1,0,1,29,11,8,6,5,3,2,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,29,12,7,6,3,2,0,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,7,5,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,7,6,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,7,6,5,3,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,8,7,3,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,8,7,5,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,8,7,5,3,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,8,7,6,1,6,12
1,1,1,1,0,1,1,1,1,1,1,1,1,29,12,9,8,7,6,3,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,29,12,10,7,6,3,2,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,29,12,11,7,6,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,29,12,11,9,7,4,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,29,12,11,9,7,4,3,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,29,12,11,9,7,6,4,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,30,12,9,7,3,2,0,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,30,12,9,7,6,2,0,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,30,12,10,9,7,3,2,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,30,12,10,9,7,6,2,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,30,12,11,9,7,3,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,30,12,11,9,7,6,1,6,12
1,0,1,1,1,1,1,1,1,1,1,1,1,30,12,11,9,7,6,3,6,12
1,1,1,1,1,1,0,1,1,1,1,1,1,33,12,9,7,6,3,2,6,12
1,1,1,1,1,1,1,1,1,1,1,1,1,17,10,9,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,10,9,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,11,10,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,11,10,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,11,10,6,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,11,10,8,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,17,11,10,8,6,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,5,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,6,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,6,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,8,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,8,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,8,6,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,8,6,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,8,6,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,11,10,9,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,12,10,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,12,10,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,12,10,8,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,18,12,10,8,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,7,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,8,7,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,9,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,9,6,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,9,8,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,11,10,9,8,6,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,12,11,10,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,19,12,11,10,8,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,5,4,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,6,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,6,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,8,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,8,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,8,6,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,8,6,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,4,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,5,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,5,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,6,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,6,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,6,5,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,5,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,6,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,5,4,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,6,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,6,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,8,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,8,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,8,6,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,8,6,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,5,4,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,6,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,6,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,6,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,6,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,6,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,5,4,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,6,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,7,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,7,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,7,6,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,6,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,7,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,7,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,7,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,8,7,6,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,6,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,8,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,8,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,8,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,8,6,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,5,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,6,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,6,5,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,6,5,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,5,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,5,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,6,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,6,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,8,6,5,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,5,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,6,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,8,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,6,5,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,8,5,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,8,6,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,8,6,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,8,6,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,6,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,6,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,5,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,6,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,6,5,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,8,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,8,5,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,8,6,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,8,6,5,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,6,5,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,7,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,8,5,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,8,6,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,9,8,7,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,5,4,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,6,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,6,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,8,4,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,8,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,8,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,8,6,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,8,6,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,5,4,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,6,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,6,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,8,4,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,8,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,8,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,8,6,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,8,6,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,9,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,9,8,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,9,7,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,9,7,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,9,8,7,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,9,8,7,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,7,4,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,7,4,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,7,5,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,7,6,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,8,7,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,5,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,5,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,6,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,6,5,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,7,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,7,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,5,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,6,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,7,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,9,8,7,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,7,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,7,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,7,6,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,8,7,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,8,7,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,8,7,5,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,8,7,6,4,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,5,3,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,6,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,6,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,8,5,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,8,5,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,8,6,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,8,6,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,9,8,6,5,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,3,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,5,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,5,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,6,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,6,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,6,5,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,7,5,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,7,5,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,7,6,5,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,2,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,3,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,5,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,6,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,7,4,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,7,4,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,7,5,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,8,7,6,4,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,4,2,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,5,3,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,6,5,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,6,5,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,8,5,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,8,5,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,8,6,1,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,8,6,3,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,11,10,9,8,6,5,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,12,9,5,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,12,9,5,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,12,9,8,4,1,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,12,9,8,4,3,0,6,13
1,1,1,1,1,1,1,1,1,1,1,1,1,22,12,10,4,2,1,0,6,13
